start,end,sequence,rank,hardness
agave,abase,agave agape agate abate abase,-0.014651021295089092,2
tummy,dumpy,tummy mummy rummy dummy dumpy,-0.014651021295089092,2
dices,silks,dices dicks licks sicks silks,-0.014651021295089092,3
shrug,scram,shrug shrub scrub scrum scram,-0.014651021295089092,3
pygmy,boggy,pygmy pigmy piggy biggy boggy,-0.014651021295089092,3
flops,slows,flops flogs floes sloes slows,-0.014651021295089092,2
muxes,golfs,muxes mules gules gulfs golfs,-0.014651021295089092,4
poohs,polis,poohs pools polls polos polis,-0.014651021295089092,2
grabs,craps,grabs grams crams craws craps,-0.014651021295089092,2
bents,penes,bents gents genus genes penes,-0.014651021295089092,2
fused,mutes,fused fuses buses muses mutes,-0.014651021295089092,3
rimes,caves,rimes rives roves raves caves,-0.014651021295089092,3
fazes,warms,fazes dazes dares wares warms,-0.014651021295089092,3
mired,vined,mired mined maned vaned vined,-0.014651021295089092,2
puffy,cuffs,puffy huffy huffs duffs cuffs,-0.014651021295089092,2
rarer,dares,rarer darer parer pares dares,-0.014651021295089092,2
slaps,soupy,slaps snaps soaps soapy soupy,-0.014651021295089092,3
dully,bally,dully dilly dolly dally bally,-0.014651021295089092,2
easel,fared,easel eased eared oared fared,-0.014651021295089092,3
grill,drily,grill trill krill drill drily,-0.014651021295089092,2
liens,beers,liens liers piers biers beers,-0.014651021295089092,3
goopy,loins,goopy loopy loops loons loins,-0.014651021295089092,4
yawps,pawns,yawps yawls bawls pawls pawns,-0.018313776618861365,2
facer,tamer,facer racer raper taper tamer,-0.018313776618861365,2
taxed,laker,taxed tamed tamer lamer laker,-0.018313776618861365,3
jiffs,buffs,jiffs miffs tiffs biffs buffs,-0.018313776618861365,2
plyer,drier,plyer pryer wryer dryer drier,-0.018313776618861365,3
racer,carer,racer rawer rarer barer carer,-0.018313776618861365,2
sedum,scrap,sedum serum scrum scram scrap,-0.018313776618861365,4
toffs,jiffy,toffs tiffs biffs biffy jiffy,-0.018313776618861365,3
quipu,quays,quipu quips quids quads quays,-0.018313776618861365,3
tommy,momma,tommy mommy mammy mamma momma,-0.018313776618861365,2
flyer,pacer,flyer plyer payer pager pacer,-0.018313776618861365,3
nutsy,rutty,nutsy gutsy gutty nutty rutty,-0.018313776618861365,2
samba,momma,samba gamba gamma mamma momma,-0.018313776618861365,3
zooey,pokes,zooey hooey pooey pokey pokes,-0.018313776618861365,3
wryer,plyer,wryer fryer dryer pryer plyer,-0.018313776618861365,2
toons,loops,toons noons boons loons loops,-0.018313776618861365,2
magna,hammy,magna magma mamma mammy hammy,-0.018313776618861365,4
tempo,tames,tempo tempt temps tamps tames,-0.018313776618861365,3
chats,writs,chats chits crits grits writs,-0.018313776618861365,3
pinto,dicky,pinto pinko pinky picky dicky,-0.018313776618861365,4
demos,mikes,demos memos memes mimes mikes,-0.018313776618861365,4
pawls,damps,pawls pawns dawns damns damps,-0.018313776618861365,3
shied,spier,shied stied skied skier spier,-0.018313776618861365,2
lefty,welts,lefty lefts wefts wests welts,-0.018313776618861365,3
burgs,lunge,burgs bungs mungs munge lunge,-0.018313776618861365,3
tuber,honer,tuber tuner toner boner honer,-0.018313776618861365,3
teams,prats,teams trams crams prams prats,-0.018313776618861365,3
phony,teens,phony peony peons peens teens,-0.018313776618861365,4
gluts,posts,gluts gouts routs pouts posts,-0.018313776618861365,3
haler,hazes,haler haled hawed hazed hazes,-0.018313776618861365,2
dotes,hosed,dotes doter doser dosed hosed,-0.018313776618861365,3
hived,hiker,hived hiver hider hirer hiker,-0.018313776618861365,2
quais,quips,quais quals quads quids quips,-0.018313776618861365,2
super,dozer,super duper doper doter dozer,-0.018313776618861365,3
gamba,hammy,gamba gamma mamma mammy hammy,-0.018313776618861365,3
momma,manna,momma mamma magma magna manna,-0.018313776618861365,3
vivas,wises,vivas vitas visas vises wises,-0.018313776618861365,3
booky,goosy,booky hooky gooky goofy goosy,-0.018313776618861365,2
scram,strap,scram scrim scrip scrap strap,-0.018313776618861365,2
nervy,newts,nervy nerdy nerds nerts newts,-0.018313776618861365,3
twerp,swill,twerp twirp twirl swirl swill,-0.018313776618861365,4
paten,pales,paten paren pares pates pales,-0.018313776618861365,2
foods,colts,foods foots moots coots colts,-0.018313776618861365,3
dimer,fiber,dimer direr hirer firer fiber,-0.018313776618861365,2
raspy,wises,raspy waspy wispy wisps wises,-0.018313776618861365,4
drool,tramp,drool droop troop tromp tramp,-0.018313776618861365,4
talon,colon,talon salon solon holon colon,-0.018313776618861365,2
wefts,touts,wefts lefts lofts louts touts,-0.018313776618861365,3
kilty,titty,kilty kitty bitty nitty titty,-0.018313776618861365,2
seers,viers,seers jeers beers veers viers,-0.018313776618861365,2
metro,refly,metro retro retry refry refly,-0.018313776618861365,4
tubed,tuner,tubed cubed cuber tuber tuner,-0.018313776618861365,2
miffs,jiffy,miffs biffs tiffs jiffs jiffy,-0.018313776618861365,2
gunks,fines,gunks dunks funks finks fines,-0.018313776618861365,3
tolls,doves,tolls dolls doles doges doves,-0.018313776618861365,3
paver,rayed,paver payer payee payed rayed,-0.018313776618861365,3
ousts,suets,ousts dusts ducts duets suets,-0.018313776618861365,2
rents,roids,rents rants rands raids roids,-0.018313776618861365,3
roach,cooch,roach poach pooch hooch cooch,-0.018313776618861365,2
clomp,grump,clomp clamp cramp crump grump,-0.018313776618861365,3
newts,wests,newts nests tests zests wests,-0.018313776618861365,2
wilts,pasts,wilts welts pelts pests pasts,-0.018313776618861365,3
whist,shush,whist whisk whish shish shush,-0.018313776618861365,3
carny,lardy,carny corny cordy lordy lardy,-0.018313776618861365,2
trays,prats,trays brays frays frats prats,-0.018313776618861365,2
codon,donor,codon colon color dolor donor,-0.018313776618861365,3
derby,herem,derby herby herbs heres herem,-0.018313776618861365,3
carol,capon,carol carob caron canon capon,-0.018313776618861365,2
reefs,viers,reefs beefs beers biers viers,-0.018313776618861365,3
lawzy,fawns,lawzy lawny yawny yawns fawns,-0.018313776618861365,3
rangy,tanks,rangy mangy tangy tangs tanks,-0.018313776618861365,3
kinks,dints,kinks kinky dinky dinks dints,-0.018313776618861365,2
coded,sewer,coded ceded ceder seder sewer,-0.018313776618861365,4
sores,baler,sores sorer borer barer baler,-0.018313776618861365,4
jibed,gibes,jibed jiber fiber giber gibes,-0.018313776618861365,2
buses,mused,buses fuses fused bused mused,-0.018313776618861365,2
pinko,bunts,pinko pinks pints punts bunts,-0.018313776618861365,4
vexes,hewed,vexes hexes hexer hexed hewed,-0.018313776618861365,3
muggy,bulgy,muggy buggy biggy bilgy bulgy,-0.018313776618861365,2
cuppa,gappy,cuppa cuppy guppy gyppy gappy,-0.018313776618861365,3
fleas,blobs,fleas pleas plebs blebs blobs,-0.018313776618861365,3
jives,giber,jives jibes vibes gibes giber,-0.018313776618861365,3
mazer,miser,mazer macer mater maser miser,-0.018313776618861365,2
kites,mimes,kites mites metes memes mimes,-0.018313776618861365,2
soups,zappy,soups soupy soppy sappy zappy,-0.018313776618861365,4
picks,tings,picks pinks dinks dings tings,-0.018313776618861365,3
chewy,whops,chewy chews chows chops whops,-0.018313776618861365,4
mopes,roper,mopes moped loped loper roper,-0.018313776618861365,2
pinks,socko,pinks picks sicks sicko socko,-0.018313776618861365,4
pinky,dicks,pinky picky kicky dicky dicks,-0.018313776618861365,3
taxon,holon,taxon talon salon solon holon,-0.018313776618861365,3
biffy,boffs,biffy jiffy jiffs biffs boffs,-0.018313776618861365,2
topes,toted,topes totes toter totem toted,-0.018313776618861365,2
wirer,hider,wirer direr airer hirer hider,-0.018313776618861365,2
silos,silty,silos kilos kilts kilty silty,-0.018313776618861365,2
suers,beery,suers seers leers leery beery,-0.018313776618861365,3
nudie,pudgy,nudie nudge fudge fudgy pudgy,-0.018313776618861365,3
doles,volts,doles dolts jolts molts volts,-0.018313776618861365,2
zesty,belts,zesty zests jests bests belts,-0.018313776618861365,3
turfs,camps,turfs turps tarps carps camps,-0.018313776618861365,4
payed,macer,payed payee payer pacer macer,-0.018313776618861365,3
capos,carol,capos capon caron carob carol,-0.018313776618861365,2
campo,coops,campo campy camps comps coops,-0.018313776618861365,3
dados,dicot,dados dodos didos didot dicot,-0.018313776618861365,3
ramps,sumps,ramps romps rumps jumps sumps,-0.018313776618861365,2
bungs,fends,bungs bunts bunds bends fends,-0.018313776618861365,3
rooty,honks,rooty rooky hooky honky honks,-0.018313776618861365,4
matey,rater,matey mater pater eater rater,-0.018313776618861365,2
quals,quids,quals quays quais quads quids,-0.018313776618861365,2
swive,snits,swive swipe snipe snips snits,-0.018313776618861365,3
terns,weepy,terns teens teeny weeny weepy,-0.018313776618861365,4
posts,bests,posts pests vests zests bests,-0.018313776618861365,2
bubba,tubby,bubba hubba hubby cubby tubby,-0.018313776618861365,2
comma,gamba,comma momma mamma gamma gamba,-0.018313776618861365,3
litre,retro,litre mitre metre metro retro,-0.018313776618861365,3
clots,flops,clots clods plods plops flops,-0.018313776618861365,2
nards,pater,nards nares nates pates pater,-0.018313776618861365,4
dolly,dells,dolly dally dully dulls dells,-0.018313776618861365,2
bromo,profs,bromo promo proms prods profs,-0.018313776618861365,3
abler,riles,abler abled ailed riled riles,-0.018313776618861365,3
hammy,tommy,hammy mammy mummy mommy tommy,-0.018313776618861365,2
fucks,punny,fucks funks punks punky punny,-0.018313776618861365,4
buffo,toffs,buffo buffs biffs tiffs toffs,-0.018313776618861365,3
chums,chomp,chums chump whump whomp chomp,-0.018313776618861365,2
eyers,hoers,eyers dyers doers goers hoers,-0.018313776618861365,2
droll,tromp,droll drool droop troop tromp,-0.018313776618861365,3
cuter,raver,cuter curer carer rarer raver,-0.018313776618861365,3
podgy,nudge,podgy pudgy fudgy fudge nudge,-0.018313776618861365,3
snobs,stags,snobs snubs snugs snags stags,-0.018313776618861365,3
darns,harps,darns earns tarns tarps harps,-0.018313776618861365,2
mommy,magna,mommy momma mamma magma magna,-0.018313776618861365,4
blobs,pleas,blobs blabs blebs plebs pleas,-0.018313776618861365,3
hafts,darks,hafts harts harms harks darks,-0.018313776618861365,3
carob,capon,carob carom carol caron capon,-0.018313776618861365,2
golfs,molls,golfs golds molds molas molls,-0.018313776618861365,2
clasp,chump,clasp clamp champ chomp chump,-0.018313776618861365,3
refix,debit,refix refit remit demit debit,-0.018313776618861365,3
tuned,pubis,tuned tubed tubes pubes pubis,-0.018313776618861365,4
redly,retro,redly refly refry retry retro,-0.018313776618861365,3
cages,bated,cages rages raged rated bated,-0.018313776618861365,3
froth,torts,froth troth trots toots torts,-0.018313776618861365,4
champ,primp,champ chomp chimp crimp primp,-0.018313776618861365,3
vends,melds,vends wends welds velds melds,-0.018313776618861365,2
cocos,molal,cocos cocas colas molas molal,-0.018313776618861365,4
wispy,pests,wispy wisps wists wests pests,-0.018313776618861365,4
fussy,cushy,fussy hussy mussy mushy cushy,-0.018313776618861365,2
caned,vises,caned vaned vined vised vises,-0.018313776618861365,4
muser,buses,muser muses mused bused buses,-0.018313776618861365,2
woozy,coops,woozy wooly wools cools coops,-0.018313776618861365,3
crams,greys,crams prams prays grays greys,-0.018313776618861365,3
barfs,pards,barfs barks barms bards pards,-0.018313776618861365,2
costa,lotto,costa cotta gotta lotta lotto,-0.018313776618861365,3
kilos,halts,kilos kilts tilts hilts halts,-0.018313776618861365,3
barns,balms,barns barfs bares barms balms,-0.018313776618861365,2
nooky,wonks,nooky hooky honky wonky wonks,-0.018313776618861365,3
musks,fused,musks muses muser mused fused,-0.018313776618861365,3
tapes,cawed,tapes taper taped caped cawed,-0.018313776618861365,3
pryer,wrier,pryer wryer fryer frier wrier,-0.018313776618861365,2
soupy,poppy,soupy soppy loppy hoppy poppy,-0.018313776618861365,2
loper,cower,loper roper hoper coper cower,-0.018313776618861365,2
hoppy,soups,hoppy loppy soppy soupy soups,-0.018313776618861365,3
kivas,vitam,kivas vivas visas vitas vitam,-0.018313776618861365,3
chomp,primo,chomp chimp crimp primp primo,-0.018313776618861365,4
ponds,wends,ponds pends bends tends wends,-0.018313776618861365,2
slays,scams,slays shays shads scads scams,-0.018313776618861365,2
zilch,tilth,zilch milch filch filth tilth,-0.018313776618861365,2
aloes,plows,aloes sloes slops slows plows,-0.018313776618861365,2
mucky,hicks,mucky mucks pucks picks hicks,-0.018313776618861365,3
cocky,punky,cocky pocky picky pinky punky,-0.018313776618861365,3
whens,spews,whens whews chews shews spews,-0.018313776618861365,3
laird,vails,laird lairs fairs fails vails,-0.018313776618861365,3
floss,plots,floss flops plops plods plots,-0.018313776618861365,2
picas,dicks,picas micas micks picks dicks,-0.018313776618861365,2
pacer,shyer,pacer payer plyer slyer shyer,-0.018313776618861365,3
jimmy,magma,jimmy jammy mammy mamma magma,-0.018313776618861365,4
lased,lacer,lased lases laces lacey lacer,-0.018313776618861365,2
caner,barer,caner carer parer darer barer,-0.018313776618861365,2
kitty,potty,kitty nitty ditty dotty potty,-0.018313776618861365,2
visas,jibed,visas vises vibes jibes jibed,-0.018313776618861365,4
truss,trays,truss tress trews treys trays,-0.018313776618861365,2
payee,rarer,payee payer pager parer rarer,-0.018313776618861365,3
mumps,vamps,mumps rumps ramps tamps vamps,-0.018313776618861365,2
gutta,lotto,gutta gotta cotta lotta lotto,-0.018313776618861365,3
duals,rearm,duals deals reals realm rearm,-0.018313776618861365,4
minim,micas,minim minis mines minas micas,-0.018313776618861365,3
pupae,papaw,pupae pupal pupas papas papaw,-0.018313776618861365,2
jests,belts,jests tests zests bests belts,-0.018313776618861365,2
shish,sloth,shish shush slush slosh sloth,-0.018313776618861365,3
cordy,corks,cordy corny cornu corns corks,-0.018313776618861365,2
daffy,doffs,daffy taffy toffy toffs doffs,-0.018313776618861365,2
homed,hater,homed holed holer haler hater,-0.018313776618861365,3
dewey,sewed,dewey dewed rewed mewed sewed,-0.018313776618861365,2
tufas,pubes,tufas tunas tubas tubes pubes,-0.018313776618861365,3
scrip,strum,scrip scrap scram scrum strum,-0.018313776618861365,3
dungs,super,dungs dunes dupes supes super,-0.018313776618861365,4
troop,grams,troop tromp tramp trams grams,-0.018313776618861365,4
temps,dumpy,temps hemps hempy humpy dumpy,-0.018313776618861365,3
hayed,mazer,hayed hayer hazer razer mazer,-0.018313776618861365,3
whams,swags,whams shams shays shags swags,-0.018313776618861365,3
ruder,riles,ruder ruler ruled riled riles,-0.018313776618861365,3
tilth,mulch,tilth filth filch milch mulch,-0.018313776618861365,3
funky,punks,funky gunky junky punky punks,-0.018313776618861365,2
wroth,toots,wroth froth troth trots toots,-0.018313776618861365,3
hefty,harms,hefty hefts hafts harts harms,-0.018313776618861365,4
loopy,goosy,loopy goopy goofy goody goosy,-0.018313776618861365,2
holon,polis,holon solon solos polos polis,-0.018313776618861365,3
cooky,gooey,cooky looky hooky hooey gooey,-0.018313776618861365,2
dashy,gushy,dashy washy mashy mushy gushy,-0.018313776618861365,2
homer,wowed,homer comer cower cowed wowed,-0.018313776618861365,3
tills,malls,tills tolls bolls molls malls,-0.018313776618861365,2
tubal,pubes,tubal tubas tubes cubes pubes,-0.018313776618861365,3
chits,shams,chits chats whats whams shams,-0.018313776618861365,3
pithy,raths,pithy piths paths maths raths,-0.018313776618861365,3
giber,vibes,giber jiber jibed jibes vibes,-0.018313776618861365,2
soaks,soppy,soaks soaps soapy soupy soppy,-0.018313776618861365,3
tares,harks,tares tarps carps harps harks,-0.018313776618861365,2
purrs,rungs,purrs burrs burgs bungs rungs,-0.018313776618861365,3
conch,pooch,conch cooch hooch mooch pooch,-0.018313776618861365,2
hokey,hooky,hokey hooey gooey gooky hooky,-0.018313776618861365,2
unhip,unfix,unhip unhit unlit unfit unfix,-0.018313776618861365,2
